,time_get_data,city,title,flood,address,followInfo,tag,priceInfo,follower,release_time
72,2022-10-29,cd,金地天府城 7室3厅 南 北,金地天府城    -  广都,7室3厅 | 295.84平米 | 南 北 | 毛坯 | 高楼层(共32层) | 2015年建 | 板塔结合,1人关注 / 6天以前发布,近地铁VR房源房本满两年随时看房,"448万15,144元/平",1人关注 ,6天以前发布
73,2022-10-29,cd,金茂光明城市 4室1厅 北,金茂光明城市    -  华阳,4室1厅 | 121.52平米 | 北 | 简装 | 高楼层(共33层) | 2016年建 | 板塔结合,2人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"259万21,314元/平",2人关注 ,4天以前发布
74,2022-10-29,cd,千禧河畔C区 3室1厅 东南,千禧河畔C区    -  花都大道,3室1厅 | 78.54平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2天以前发布,VR房源房本满五年随时看房,"117万14,897元/平",0人关注 ,2天以前发布
75,2022-10-29,cd,温哥华花园六期 3室1厅 西必看好房,温哥华花园六期    -  航空港,3室1厅 | 99.39平米 | 西 | 精装 | 高楼层(共16层)  | 塔楼,1人关注 / 6天以前发布,VR房源房本满两年随时看房,"145万14,589元/平",1人关注 ,6天以前发布
76,2022-10-29,cd,人居锦尚春天A区 3室2厅 西南,人居锦尚春天A区    -  三圣乡,3室2厅 | 89.87平米 | 西南 | 简装 | 中楼层(共34层) | 2012年建 | 板塔结合,0人关注 / 3天以前发布,VR房源房本满五年随时看房,"165万18,360元/平",0人关注 ,3天以前发布
77,2022-10-29,cd,艺锦湾五期 4室1厅 东南,艺锦湾五期    -  龙泉驿城区,4室1厅 | 111.06平米 | 东南 | 简装 | 低楼层(共6层) | 2018年建 | 板塔结合,0人关注 / 2天以前发布,近地铁VR房源房本满两年随时看房,"360万32,415元/平",0人关注 ,2天以前发布
78,2022-10-29,cd,蓝光COCO金沙三期 3室2厅 东必看好房,蓝光COCO金沙三期    -  外金沙,3室2厅 | 62.03平米 | 东 | 精装 | 中楼层(共22层) | 2015年建 | 板塔结合,0人关注 / 2天以前发布,VR房源房本满两年随时看房,"155万24,988元/平",0人关注 ,2天以前发布
79,2022-10-29,cd,皇冠湖壹号 3室1厅 东南,皇冠湖壹号    -  龙泉驿城区,3室1厅 | 99平米 | 东南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 2天以前发布,近地铁VR房源房本满两年随时看房,"160万16,162元/平",0人关注 ,2天以前发布
80,2022-10-29,cd,汇融名城C区 3室1厅 北必看好房,汇融名城C区    -  李家沱,3室1厅 | 104.9平米 | 北 | 其他 | 低楼层(共18层) | 2007年建 | 塔楼,1人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"168万16,016元/平",1人关注 ,4天以前发布
81,2022-10-29,cd,川大河畔 4室2厅 南 北,川大河畔    -  航空港,4室2厅 | 161.97平米 | 南 北 | 精装 | 高楼层(共6层) | 2005年建 | 板塔结合,1人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"155万9,570元/平",1人关注 ,4天以前发布
